TokenID,FullText,Target,run_id,provider,model_name,feature_name_x,annotation,confidence,explanation,feature_name_y,error
40001018,"The birth genesis : origin beginning of Jesus Christ was as follows : His mother Mary had been promised to Joseph in marriage . But before they were married , Mary realized that she was pregnant by Holy Spirit .",had been promised,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'had been promised' presents the event of Mary being promised to Joseph as part of her life history, indicating that the event occurred at least once.",DtExp,
40001024,"When Joseph woke up , he did what the angel of God had commanded him to do . He took Mary to be his wife .",had commanded,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'had commanded' presents the event as part of Joseph's life history, indicating that the angel of God commanded him at least once.",DtExp,
40003002,"» Repent , for the kingdom of heaven has come near . «",has come near,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The gram 'has come near' presents the event as having occurred at least once, fitting the DtExp feature.",DtExp,
40003017,Then a voice from heaven said : » This is my Son whom I love and whom I have approved . «,have approved,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have approved' presents the event as part of the subject's life history, indicating that the approval has occurred at least once.",DtExp,
40004012,Jesus heard that John had been arrested . So Jesus withdrew to Galilee .,had been arrested,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'had been arrested' presents the event of John's arrest as a past event in his life history, without asserting a current state resulting from the arrest.",DtExp,
40005027,"» You have heard it was said , ‘ You should not commit adultery . ’",have heard,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have heard' presents the event of hearing as part of the subject's life history, indicating that the subject has heard it at least once.",DtExp,
40005038,"» You have heard it said , an eye for an eye and a tooth for a tooth .",have heard,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have heard' presents the event of hearing as part of the subject's life history, indicating that the subject has heard it said at least once.",DtExp,
40005043,"» You have heard it said , ‘ You should love your neighbor and hate your enemy . ’",have heard,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have heard' presents the event of hearing as part of the subject's life history, indicating that the subject has heard it at least once.",DtExp,
40006002,"» Do not loudly announce it when you give to the poor . The hypocrites do this in the houses of worship and on the streets . They do this to be praised by men . Believe me , they have already been paid in full .",have been paid,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have been paid' presents the event of being paid as having occurred at least once in the past, as part of the hypocrites' life history, without asserting a resulting state.",DtExp,
40006005,» Do not pray like the hypocrites ! They want everyone to see them in the houses of worship and on the street corners . I assure you they have been paid in full .,have been paid,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have been paid' presents the event of being paid as having occurred at least once in the subject's life history, without asserting a resulting state.",DtExp,
40006016,"» When you abstain from food , do not be like the hypocrites , with sad faces to be seen by men . They have received their reward .",have received,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have received' presents the event of receiving a reward as part of the hypocrites' life history, indicating that they have received it at least once.",DtExp,
40007028,"When Jesus had finished these words , the crowds were astonished at what he taught .",had finished,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'had finished' presents the event of Jesus finishing his words as a completed action in the past, indicating it occurred at least once in his life history.",DtExp,
40008010,"When Jesus heard it , he was amazed , and said to the crowd : » I tell you , I have not found such great faith in Israel .",have not found,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have not found' presents the event of finding such great faith as part of Jesus' life history, indicating whether the event has occurred at least once.",DtExp,
40008029,"They screamed at him , saying : » What have we to do with you , Son of God ? Have you come to torment us before the time ? «",have you come,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The question ""Have you come to torment us before the time?"" asks if the event of coming to torment has occurred at least once in the subject's life history.",DtExp,
40009008,"But when the people saw it , they marveled , and glorified God who had given such authority to men .",had given,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'had given' presents the event of God giving authority as a past event in the people's history, answering whether the event has occurred at least once.",DtExp,
40009016,» Why patch an old garment with cloth that has not been shrunk ? The patch shrinks and pulls away from the old cloth leaving a big hole .,has not been shrunk,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'has not been shrunk' indicates whether the cloth has been shrunk at least once in its history, fitting the DtExp feature.",DtExp,
40009022,"Jesus turned to see her and said : » Daughter , take courage ; your faith has made you well . « The woman was healed at that time .",has made you well,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'has made you well' presents the event of becoming well as part of the woman's life history, indicating that it has occurred at least once.",DtExp,
40009033,"When the demon was cast out , the dumb man spoke . The crowd marveled , saying : » We have never seen anything like this in Israel ! «",have never seen,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have never seen' presents the event of seeing something like this as part of the crowd's life history, indicating that they have not seen anything like this before.",DtExp,
40010023,"» When they persecute you in this city , flee to the next . I tell you ; before you have gone through all the cities of Israel the Son of man will come .",have gone through,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'have gone through' presents the event of going through the cities of Israel as potentially part of the disciples' life history, answering whether they will have experienced this at least once before the Son of man comes.",DtExp,
40011012a,"» From the days of John the Baptist until now , the kingdom of heaven has been man’s goal , and men of violence have attempted to take it by force .",has been,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'has been' indicates that the kingdom of heaven being man's goal has occurred at least once from the days of John the Baptist until now, presenting it as part of a historical period.",DtExp,
40011012b,"» From the days of John the Baptist until now , the kingdom of heaven has been man’s goal , and men of violence have attempted to take it by force .",have attempted,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The gram 'have attempted' presents the event as part of the men's history, indicating that they have tried at least once to take the kingdom by force.",DtExp,
40011021a,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",had been done,20260227T173027Z_d8999186,gemini,gemini-2.0-flash-001,DtExp,1.0,high,"The target gram 'had been done' presents the event as part of a hypothetical past scenario, indicating whether the works had occurred at least once in Tyre and Sidon.",DtExp,
